Locality,Zip Code,Province,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,PEB,Primary Energy Consumption (kWh/m2),State of the Building,State of the Building_Numeric,PEB_Numeric,Province_Numeric,Type of Property_Numeric,Subtype of Property_Grouped,Subtype of Property_Grouped_Numeric
Heist,8301,Province of West Flanders,House,mansion,535000.0,4.0,210,0,0,0,0,0.0,0,0.0,0,72.0,4.0,E,454.0,As new,6,5,4,1,Luxury Properties,4
Oudenaarde,9700,Province of East Flanders,House,house,498000.0,3.0,170,0,0,0,0,0.0,0,0.0,0,5106.0,4.0,F,785.0,To renovate,2,6,3,1,Houses,2
Braine-lalleud,1420,Province of Walloon Brabant,House,villa,695000.0,4.0,230,1,0,1,1,30.0,1,1.0,0,1653.0,4.0,D,329.0,To renovate,2,4,7,1,Luxury Properties,4
Gent,9000,Province of East Flanders,Apartment,apartment,480000.0,2.0,107,0,0,0,1,14.0,0,0.0,0,0.0,0.0,A,35.0,Good,4,1,3,0,Apartments,1
Schaerbeek,1030,Brussels-Capital Region,Apartment,ground-floor,395000.0,3.0,100,1,0,0,1,23.0,0,0.0,0,0.0,2.0,E,254.0,As new,6,5,1,0,Apartments,1
Hulshout,2235,Province of Antwerp,House,house,599000.0,5.0,347,1,0,0,0,0.0,0,0.0,0,1982.0,4.0,C,245.0,As new,6,3,2,1,Houses,2
Roeselare,8800,Province of West Flanders,House,house,995000.0,5.0,550,0,0,0,0,0.0,0,0.0,0,452.0,4.0,B,185.0,Good,4,2,4,1,Houses,2
Overijse,3090,Province of Flemish Brabant,House,house,540000.0,4.0,251,0,0,0,0,0.0,0,0.0,0,4300.0,3.0,C,296.0,Not specified,7,3,5,1,Houses,2
Bertrix,6880,Province of Luxembourg,Apartment,apartment,219000.0,2.0,86,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,106.0,Not specified,7,2,8,0,Apartments,1
Wachtebeke,9185,Province of East Flanders,House,apartment-block,1020000.0,6.0,530,1,0,0,1,15.0,0,0.0,0,245.0,2.0,C,294.0,Not specified,7,3,3,1,Specialized Properties,3
Flemalle,4400,Province of Liège,House,castle,540000.0,11.0,800,1,0,0,0,0.0,1,9000.0,0,9973.0,3.0,G,620.0,To restore,1,7,6,1,Luxury Properties,4
Forest,1190,Brussels-Capital Region,House,apartment-block,750000.0,6.0,480,1,0,0,0,0.0,0,0.0,0,130.0,2.0,G,530.0,Good,4,7,1,1,Specialized Properties,3
Saint-nicolas,4420,Province of Liège,House,house,199000.0,2.0,106,1,0,0,1,15.0,1,40.0,0,120.0,2.0,C,254.0,Just renovated,5,3,6,1,Houses,2
Brussels,1000,Brussels-Capital Region,Apartment,apartment,420000.0,2.0,104,1,1,0,1,20.0,0,0.0,0,0.0,2.0,D,159.0,As new,6,4,1,0,Apartments,1
Evere,1140,Brussels-Capital Region,Apartment,duplex,375000.0,3.0,120,1,0,0,1,6.0,0,0.0,0,0.0,2.0,D,158.0,Good,4,4,1,0,Apartments,1
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,penthouse,1195000.0,4.0,215,1,1,0,1,45.0,0,0.0,0,0.0,3.0,C,96.0,As new,6,3,1,0,Apartments,1
Lasne,1380,Province of Walloon Brabant,House,villa,1090000.0,5.0,288,1,0,0,0,0.0,1,2245.0,1,2416.0,4.0,D,314.0,As new,6,4,7,1,Luxury Properties,4
Florennes,5620,Province of Namur,House,mixed-use-building,775000.0,6.0,1500,0,0,0,0,0.0,0,0.0,0,0.0,4.0,Not specified,317.0,As new,6,8,10,1,Specialized Properties,3
Forest,1190,Brussels-Capital Region,House,mixed-use-building,750000.0,6.0,480,1,0,0,0,0.0,0,0.0,0,130.0,2.0,G,530.0,Good,4,7,1,1,Specialized Properties,3
Halle,1500,Province of Flemish Brabant,House,house,399000.0,3.0,150,1,0,0,1,11.0,0,0.0,0,980.0,0.0,F,671.0,Not specified,7,6,5,1,Houses,2
Sterrebeek,1933,Province of Flemish Brabant,House,house,695000.0,4.0,238,0,0,0,1,20.0,1,59.0,0,196.0,2.0,B,119.0,Not specified,7,2,5,1,Houses,2
Turnhout,2300,Province of Antwerp,House,house,545000.0,5.0,414,0,0,0,0,0.0,0,0.0,0,132.0,2.0,E,438.0,Good,4,5,2,1,Houses,2
Middelkerke,8430,Province of West Flanders,Apartment,apartment,420000.0,2.0,80,0,1,0,1,6.0,0,0.0,0,0.0,0.0,B,134.0,Good,4,2,4,0,Apartments,1
Wervik,8940,Province of West Flanders,House,house,145000.0,2.0,87,1,0,0,0,0.0,1,8.0,0,71.0,2.0,D,358.0,Good,4,4,4,1,Houses,2
Anderlecht,1070,Brussels-Capital Region,House,apartment-block,1095000.0,9.0,760,0,0,0,0,0.0,0,0.0,0,267.0,2.0,G,317.0,Good,4,7,1,1,Specialized Properties,3
Dendermonde,9200,Province of East Flanders,House,house,545000.0,4.0,281,1,0,0,0,0.0,0,0.0,0,845.0,4.0,B,177.0,As new,6,2,3,1,Houses,2
Chaumont-gistoux,1325,Province of Walloon Brabant,House,exceptional-property,780000.0,6.0,450,0,0,0,0,0.0,0,0.0,0,4200.0,4.0,B,170.0,As new,6,2,7,1,Luxury Properties,4
Aalst,9300,Province of East Flanders,Apartment,apartment,269000.0,1.0,59,1,0,0,0,0.0,0,0.0,0,0.0,2.0,Not specified,317.0,As new,6,8,3,0,Apartments,1
Brussel,1000,Brussels-Capital Region,Apartment,apartment,450000.0,2.0,142,0,0,0,1,2.0,0,0.0,0,0.0,0.0,C,116.0,As new,6,3,1,0,Apartments,1
Evere,1140,Brussels-Capital Region,Apartment,apartment,260000.0,1.0,56,1,1,0,0,0.0,0,0.0,0,0.0,2.0,B,90.0,Not specified,7,2,1,0,Apartments,1
Marchin,4570,Province of Liège,House,house,675000.0,6.0,355,0,0,0,1,15.0,1,10598.0,0,10598.0,4.0,E,421.0,Good,4,5,6,1,Houses,2
Middelburg,9992,Province of East Flanders,House,villa,1095000.0,4.0,433,0,0,0,0,0.0,0,0.0,0,2369.0,0.0,F,597.0,To renovate,2,6,3,1,Luxury Properties,4
Gent,9000,Province of East Flanders,Apartment,apartment,299000.0,4.0,150,1,0,0,0,0.0,1,70.0,0,0.0,2.0,D,302.0,To renovate,2,4,3,0,Apartments,1
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,450000.0,2.0,137,1,0,0,1,7.0,0,0.0,0,0.0,2.0,G,880.0,Good,4,7,1,0,Apartments,1
Antwerpen,2018,Province of Antwerp,House,apartment-block,749990.0,4.0,292,0,0,0,0,0.0,0,0.0,0,73.0,3.0,F,587.0,To be done up,3,6,2,1,Specialized Properties,3
Houdeng-goegnies,7110,Province of Hainaut,House,house,285000.0,3.0,129,0,0,0,0,0.0,1,193.0,0,271.0,0.0,Not specified,317.0,Good,4,8,9,1,Houses,2
Dendermonde,9200,Province of East Flanders,House,house,549000.0,5.0,229,1,0,0,0,0.0,0,0.0,0,1626.0,4.0,C,290.0,As new,6,3,3,1,Houses,2
Middelburg,9992,Province of East Flanders,House,house,1095000.0,4.0,433,0,0,0,0,0.0,0,0.0,0,2369.0,4.0,F,597.0,To renovate,2,6,3,1,Houses,2
Sint-katelijne-waver,2860,Province of Antwerp,House,house,315000.0,3.0,145,0,0,0,0,0.0,0,0.0,0,585.0,0.0,E,491.0,Not specified,7,5,2,1,Houses,2
Bertem,3061,Province of Flemish Brabant,House,villa,798000.0,5.0,313,1,0,0,0,0.0,1,1.0,0,2516.0,3.0,A,36.0,As new,6,1,5,1,Luxury Properties,4
Forest,1190,Brussels-Capital Region,House,mansion,1320000.0,6.0,460,1,0,0,1,40.0,1,120.0,0,320.0,2.0,E,254.0,As new,6,5,1,1,Luxury Properties,4
Braine-lalleud,1420,Province of Walloon Brabant,Apartment,apartment,495000.0,2.0,154,1,0,0,1,26.0,0,0.0,0,0.0,3.0,B,122.0,Good,4,2,7,0,Apartments,1
Knokke,8300,Province of West Flanders,Apartment,flat-studio,295000.0,1.0,34,0,0,0,1,4.0,0,0.0,0,0.0,2.0,B,195.0,To renovate,2,2,4,0,Apartments,1
Koksijde,8670,Province of West Flanders,House,house,550000.0,4.0,274,1,0,0,0,0.0,0,0.0,0,340.0,2.0,C,299.0,As new,6,3,4,1,Houses,2
Bruxelles,1000,Brussels-Capital Region,House,mansion,1150000.0,5.0,427,0,0,0,0,0.0,0,0.0,0,489.0,0.0,F,339.0,Good,4,6,1,1,Luxury Properties,4
Rhode-saint-genese,1640,Province of Flemish Brabant,House,house,800000.0,4.0,240,1,0,0,1,35.0,0,0.0,1,840.0,3.0,F,589.0,Good,4,6,5,1,Houses,2
Elsene,1050,Brussels-Capital Region,Apartment,duplex,499000.0,3.0,133,1,0,0,0,0.0,0,0.0,0,0.0,3.0,C,112.0,Good,4,3,1,0,Apartments,1
Astene,9800,Province of East Flanders,House,house,420000.0,3.0,187,1,0,0,0,0.0,0,0.0,0,812.0,4.0,F,749.0,Good,4,6,3,1,Houses,2
Kapelle-op-den-bos,1880,Province of Flemish Brabant,House,house,365000.0,3.0,186,0,0,0,0,0.0,0,0.0,0,0.0,3.0,Not specified,317.0,To renovate,2,8,5,1,Houses,2
Bever,1547,Province of Flemish Brabant,House,house,599000.0,4.0,269,1,0,0,1,66.0,1,900.0,0,1273.0,4.0,A,13.0,As new,6,1,5,1,Houses,2
Schaarbeek,1030,Brussels-Capital Region,House,mansion,1150000.0,5.0,427,0,0,0,0,0.0,0,0.0,0,489.0,0.0,F,339.0,Good,4,6,1,1,Luxury Properties,4
Mortsel,2640,Province of Antwerp,House,house,448000.0,3.0,162,0,0,0,0,0.0,0,0.0,0,186.0,0.0,B,174.0,Good,4,2,2,1,Houses,2
Deinze,9800,Province of East Flanders,House,house,440000.0,3.0,185,1,0,0,0,0.0,0,0.0,0,242.0,3.0,B,130.0,Good,4,2,3,1,Houses,2
Woluwe-saint-pierre,1150,Brussels-Capital Region,House,villa,1150000.0,5.0,225,1,0,0,1,40.0,1,168.0,0,434.0,4.0,Not specified,317.0,As new,6,8,1,1,Luxury Properties,4
Oudenaarde,9700,Province of East Flanders,House,mixed-use-building,550000.0,6.0,885,0,0,0,0,0.0,0,0.0,0,0.0,3.0,C,242.0,Not specified,7,3,3,1,Specialized Properties,3
Auderghem,1160,Brussels-Capital Region,House,house,930000.0,4.0,220,1,0,1,1,25.0,1,100.0,0,275.0,3.0,Not specified,317.0,Just renovated,5,8,1,1,Houses,2
Merchtem,1785,Province of Flemish Brabant,House,house,329000.0,4.0,180,1,0,0,0,0.0,0,0.0,0,561.0,3.0,C,298.0,Good,4,3,5,1,Houses,2
Wanfercee-baulet,6224,Province of Hainaut,House,house,165000.0,2.0,100,0,0,0,0,0.0,0,0.0,0,335.0,2.0,F,440.0,To be done up,3,6,9,1,Houses,2
Lochristi,9080,Province of East Flanders,House,house,349000.0,5.0,174,1,0,0,0,0.0,1,169.0,0,284.0,0.0,D,388.0,To be done up,3,4,3,1,Houses,2
Groot-bijgaarden,1702,Province of Flemish Brabant,House,apartment-block,750000.0,4.0,300,0,0,0,1,26.0,0,0.0,0,455.0,2.0,B,146.0,Not specified,7,2,5,1,Specialized Properties,3
Ravels,2382,Province of Antwerp,House,villa,1150000.0,3.0,710,0,0,0,0,0.0,0,0.0,0,12538.0,4.0,C,234.0,Good,4,3,2,1,Luxury Properties,4
Sint-jan-in-eremo,9982,Province of East Flanders,House,house,550000.0,3.0,308,0,0,0,0,0.0,0,0.0,0,1495.0,4.0,D,352.0,Good,4,4,3,1,Houses,2
Blandain,7522,Province of Hainaut,House,villa,1100000.0,5.0,450,1,0,1,0,0.0,0,0.0,1,2200.0,4.0,B,165.0,Not specified,7,2,9,1,Luxury Properties,4
Dilbeek,1700,Province of Flemish Brabant,House,apartment-block,1050000.0,4.0,300,0,0,0,1,26.0,0,0.0,0,797.0,2.0,B,146.0,Not specified,7,2,5,1,Specialized Properties,3
Izegem,8870,Province of West Flanders,House,house,1195000.0,5.0,1057,0,0,0,0,0.0,0,0.0,0,5969.0,4.0,E,476.0,To be done up,3,5,4,1,Houses,2
Kalmthout,2920,Province of Antwerp,House,house,558000.0,3.0,201,0,0,1,0,0.0,0,0.0,0,733.0,4.0,C,216.0,Good,4,3,2,1,Houses,2
Wanze,4520,Province of Liège,House,apartment-block,1250000.0,0.0,720,1,0,0,0,0.0,0,0.0,1,11610.0,4.0,Not specified,317.0,Good,4,8,6,1,Specialized Properties,3
Gilly,6060,Province of Hainaut,House,house,195000.0,3.0,150,0,0,0,0,0.0,1,326.0,0,510.0,3.0,D,299.0,Good,4,4,9,1,Houses,2
Antwerpen,2000,Province of Antwerp,Apartment,flat-studio,168000.0,1.0,39,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,188.0,Not specified,7,2,2,0,Apartments,1
Merksem,2170,Province of Antwerp,House,house,479000.0,3.0,159,0,0,0,0,0.0,1,207.0,0,207.0,2.0,A,317.0,Good,4,1,2,1,Houses,2
Battice,4651,Province of Liège,House,house,549000.0,4.0,209,1,0,1,1,25.0,1,1750.0,0,2427.0,4.0,F,438.0,To be done up,3,6,6,1,Houses,2
Flemalle,4400,Province of Liège,House,exceptional-property,1250000.0,7.0,550,1,0,0,0,0.0,0,0.0,1,7000.0,4.0,C,183.0,As new,6,3,6,1,Luxury Properties,4
Ekeren,2180,Province of Antwerp,House,villa,560000.0,4.0,208,1,0,0,0,0.0,0,0.0,0,0.0,0.0,E,442.0,To renovate,2,5,2,1,Luxury Properties,4
Brasschaat,2930,Province of Antwerp,House,villa,1650000.0,8.0,518,1,0,1,0,0.0,0,0.0,0,9127.0,4.0,E,415.0,To renovate,2,5,2,1,Luxury Properties,4
Willebroek,2830,Province of Antwerp,House,house,205000.0,2.0,118,0,0,0,0,0.0,1,63.0,0,130.0,2.0,D,391.0,To renovate,2,4,2,1,Houses,2
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,460000.0,2.0,92,1,0,0,0,0.0,0,0.0,0,0.0,4.0,A,317.0,As new,6,1,1,0,Apartments,1
Seraing,4100,Province of Liège,House,mixed-use-building,140000.0,2.0,75,1,0,0,0,0.0,0,0.0,0,90.0,2.0,D,309.0,Good,4,4,6,1,Specialized Properties,3
Woluwe-saint-lambert,1200,Brussels-Capital Region,House,house,795000.0,4.0,380,1,0,0,1,5.0,1,150.0,0,258.0,2.0,G,392.0,To renovate,2,7,1,1,Houses,2
Uccle,1180,Brussels-Capital Region,House,house,1275000.0,4.0,386,1,0,1,1,42.0,1,48.0,0,539.0,3.0,G,317.0,Not specified,7,7,1,1,Houses,2
Knokke-heist,8300,Province of West Flanders,House,villa,2195000.0,4.0,256,1,0,1,0,0.0,0,0.0,0,309.0,3.0,B,108.0,As new,6,2,4,1,Luxury Properties,4
Neufchateau,6840,Province of Luxembourg,House,house,850000.0,5.0,455,0,0,0,0,0.0,0,0.0,0,1071.0,4.0,D,294.0,Not specified,7,4,8,1,Houses,2
Paliseul,6850,Province of Luxembourg,House,house,165000.0,3.0,150,1,0,0,0,0.0,0,0.0,0,335.0,3.0,G,547.0,Good,4,7,8,1,Houses,2
Mol,2400,Province of Antwerp,House,villa,565000.0,5.0,588,0,0,0,0,0.0,0,0.0,0,1250.0,4.0,D,361.0,Good,4,4,2,1,Luxury Properties,4
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,235000.0,1.0,70,0,0,0,0,0.0,0,0.0,0,0.0,2.0,D,157.0,Not specified,7,4,1,0,Apartments,1
Brasschaat,2930,Province of Antwerp,House,house,319000.0,3.0,168,0,0,0,0,0.0,0,0.0,0,300.0,2.0,C,270.0,Good,4,3,2,1,Houses,2
Evere,1140,Brussels-Capital Region,House,apartment-block,1390000.0,0.0,585,0,0,0,0,0.0,0,0.0,0,0.0,3.0,E,273.0,Good,4,5,1,1,Specialized Properties,3
Brasschaat,2930,Province of Antwerp,House,villa,2602500.0,8.0,518,1,0,1,0,0.0,0,0.0,0,13670.0,4.0,E,415.0,To renovate,2,5,2,1,Luxury Properties,4
Anzegem,8570,Province of West Flanders,Apartment,apartment,1670000.0,0.0,420,0,0,0,0,0.0,0,0.0,0,0.0,4.0,D,341.0,Good,4,4,4,0,Apartments,1
Huy,4500,Province of Liège,House,exceptional-property,1400000.0,18.0,4000,0,0,0,1,140.0,1,25000.0,0,32265.0,4.0,Not specified,317.0,Good,4,8,6,1,Luxury Properties,4
Hoogstraten,2328,Province of Antwerp,House,house,575000.0,2.0,300,0,0,0,0,0.0,0,0.0,0,619.0,4.0,D,345.0,Good,4,4,2,1,Houses,2
Ixelles,1050,Brussels-Capital Region,House,exceptional-property,2650000.0,5.0,450,0,0,0,0,0.0,0,0.0,0,0.0,2.0,F,288.0,Good,4,6,1,1,Luxury Properties,4
Dendermonde,9200,Province of East Flanders,House,house,244500.0,2.0,84,1,0,0,0,0.0,0,0.0,0,39.0,0.0,B,200.0,Just renovated,5,2,3,1,Houses,2
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,210000.0,2.0,78,1,0,0,1,15.0,0,0.0,0,0.0,0.0,C,114.0,To renovate,2,3,1,0,Apartments,1
Woluwe-saint-lambert,1200,Brussels-Capital Region,House,house,750000.0,5.0,225,1,0,0,1,15.0,1,120.0,0,200.0,2.0,G,404.0,To renovate,2,7,1,1,Houses,2
Knokke,8300,Province of West Flanders,House,house,1545000.0,4.0,248,1,0,0,0,0.0,0,0.0,0,187.0,0.0,A,68.0,Just renovated,5,1,4,1,Houses,2
Leuven,3001,Province of Flemish Brabant,House,house,575000.0,3.0,201,1,0,0,0,0.0,0,0.0,0,1226.0,4.0,C,295.0,Good,4,3,5,1,Houses,2
Molenbeek-saint-jean,1080,Brussels-Capital Region,House,villa,2700000.0,6.0,880,1,1,0,1,1.0,1,1.0,1,3113.0,4.0,B,317.0,As new,6,2,1,1,Luxury Properties,4
Wavre,1300,Province of Walloon Brabant,Apartment,apartment,149000.0,1.0,47,1,0,0,0,0.0,0,0.0,0,0.0,2.0,G,830.0,Good,4,7,7,0,Apartments,1
Arlon,6700,Province of Luxembourg,Apartment,apartment,270000.0,1.0,65,1,0,0,0,0.0,0,0.0,0,0.0,0.0,B,130.0,Good,4,2,8,0,Apartments,1
Sint-denijs-westrem,9051,Province of East Flanders,Apartment,apartment,327000.0,2.0,128,1,0,1,0,0.0,0,0.0,0,0.0,4.0,B,179.0,Not specified,7,2,3,0,Apartments,1
Uccle,1180,Brussels-Capital Region,House,house,3300000.0,3.0,694,0,0,0,0,0.0,1,1354.0,0,0.0,4.0,Not specified,317.0,As new,6,8,1,1,Houses,2
Oostende,8400,Province of West Flanders,Apartment,duplex,439000.0,3.0,143,0,0,0,0,0.0,0,0.0,0,0.0,2.0,B,189.0,Good,4,2,4,0,Apartments,1
Temse,9140,Province of East Flanders,House,house,489000.0,3.0,175,1,0,0,1,100.0,1,860.0,0,1071.0,4.0,C,220.0,Good,4,3,3,1,Houses,2
Herk-de-stad,3540,Province of Limburg,House,villa,569000.0,4.0,245,0,0,0,0,0.0,0,0.0,1,989.0,4.0,C,236.0,As new,6,3,11,1,Luxury Properties,4
Gistel,8470,Province of West Flanders,House,house,259000.0,5.0,168,0,0,0,0,0.0,1,260.0,0,573.0,0.0,F,525.0,Good,4,6,4,1,Houses,2
Sint-pieters-leeuw,1600,Province of Flemish Brabant,House,house,449000.0,2.0,121,1,0,0,0,0.0,0,0.0,0,293.0,3.0,D,327.0,Just renovated,5,4,5,1,Houses,2
Oupeye-heurele-romain,4682,Province of Liège,House,house,214000.0,2.0,124,0,0,0,1,20.0,1,150.0,0,330.0,2.0,Not specified,317.0,Good,4,8,6,1,Houses,2
Maarkedal,9680,Province of East Flanders,House,villa,1545000.0,4.0,433,0,1,1,0,0.0,0,0.0,0,8633.0,4.0,B,102.0,Just renovated,5,2,3,1,Luxury Properties,4
Antwerpen,2060,Province of Antwerp,House,house,585000.0,4.0,240,0,0,0,1,15.0,1,25.0,0,150.0,2.0,C,290.0,As new,6,3,2,1,Houses,2
Wavre,1300,Province of Walloon Brabant,Apartment,apartment,159000.0,1.0,49,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,220.0,Good,4,3,7,0,Apartments,1
Wanze,4520,Province of Liège,House,house,149000.0,2.0,151,0,0,0,1,35.0,1,635.0,0,840.0,3.0,E,408.0,Good,4,5,6,1,Houses,2
Oostende,8400,Province of West Flanders,Apartment,apartment,289000.0,2.0,100,0,0,0,0,0.0,0,0.0,0,0.0,0.0,D,324.0,Good,4,4,4,0,Apartments,1
Uccle,1180,Brussels-Capital Region,Apartment,apartment,1680000.0,6.0,320,1,0,0,1,50.0,1,210.0,0,0.0,2.0,C,147.0,As new,6,3,1,0,Apartments,1
Keerbergen,3140,Province of Flemish Brabant,House,villa,1585000.0,4.0,278,0,0,0,0,0.0,0,0.0,1,1502.0,4.0,B,170.0,As new,6,2,5,1,Luxury Properties,4
Poppel,2382,Province of Antwerp,House,house,589000.0,3.0,204,0,0,0,0,0.0,0,0.0,0,777.0,4.0,A,98.0,Good,4,1,2,1,Houses,2
Brasschaat,2930,Province of Antwerp,House,villa,3850000.0,6.0,731,1,0,1,0,0.0,0,0.0,1,6264.0,4.0,A,95.0,As new,6,1,2,1,Luxury Properties,4
Gent,9000,Province of East Flanders,House,house,299000.0,2.0,63,1,0,0,0,0.0,0,0.0,0,46.0,2.0,B,135.0,As new,6,2,3,1,Houses,2
Keerbergen,3140,Province of Flemish Brabant,House,house,549000.0,3.0,202,0,0,0,0,0.0,0,0.0,0,579.0,4.0,B,191.0,Not specified,7,2,5,1,Houses,2
Woluwe-saint-pierre,1150,Brussels-Capital Region,House,villa,3950000.0,8.0,555,0,0,0,1,100.0,0,0.0,1,3588.0,4.0,G,385.0,Not specified,7,7,1,1,Luxury Properties,4
Oudenaarde,9700,Province of East Flanders,House,villa,590000.0,5.0,442,0,0,0,0,0.0,1,2100.0,1,2100.0,4.0,E,483.0,To renovate,2,5,3,1,Luxury Properties,4
Sint-amandsberg,9040,Province of East Flanders,House,house,499000.0,5.0,187,0,0,0,1,20.0,1,41.0,0,121.0,2.0,C,258.0,Good,4,3,3,1,Houses,2
Wavre,1300,Province of Walloon Brabant,Apartment,apartment,229000.0,3.0,131,1,0,0,0,0.0,0,0.0,0,0.0,2.0,F,504.0,Good,4,6,7,0,Apartments,1
Terhagen,2840,Province of Antwerp,House,house,325000.0,4.0,150,0,0,0,1,23.0,1,19.0,0,90.0,0.0,B,152.0,As new,6,2,2,1,Houses,2
Uccle,1180,Brussels-Capital Region,House,house,1990000.0,6.0,693,1,0,1,0,0.0,0,0.0,0,0.0,2.0,D,177.0,As new,6,4,1,1,Houses,2
Wavre,1300,Province of Walloon Brabant,Apartment,ground-floor,229000.0,3.0,126,1,0,0,0,0.0,0,0.0,0,0.0,2.0,E,357.0,Good,4,5,7,0,Apartments,1
Antwerpen,2060,Province of Antwerp,House,house,314900.0,3.0,94,1,0,0,0,0.0,0,0.0,0,45.0,2.0,F,640.0,Good,4,6,2,1,Houses,2
Yvoir,5530,Province of Namur,House,country-cottage,99000.0,2.0,40,0,1,0,1,16.0,1,262.0,0,262.0,0.0,Not specified,317.0,Just renovated,5,8,10,1,Houses,2
Gent,9000,Province of East Flanders,House,mansion,1095000.0,6.0,415,1,0,0,0,0.0,1,57.0,0,182.0,2.0,C,269.0,To be done up,3,3,3,1,Luxury Properties,4
Gerpinnes,6280,Province of Hainaut,House,exceptional-property,595000.0,3.0,220,1,0,1,0,0.0,0,0.0,0,5897.0,0.0,D,293.0,Good,4,4,9,1,Luxury Properties,4
Waterloo,1410,Province of Walloon Brabant,House,house,4200000.0,6.0,670,1,0,0,0,0.0,0,0.0,0,5534.0,4.0,D,265.0,Not specified,7,4,7,1,Houses,2
Yvoir,5530,Province of Namur,House,house,120000.0,2.0,60,0,0,0,1,10.0,0,0.0,0,200.0,0.0,F,457.0,Good,4,6,10,1,Houses,2
Gent-afsnee,9051,Province of East Flanders,House,house,1350000.0,4.0,283,1,0,0,0,0.0,0,0.0,0,480.0,4.0,C,281.0,Good,4,3,3,1,Houses,2
Oudenburg,8460,Province of West Flanders,House,house,595000.0,4.0,269,0,0,0,0,0.0,0,0.0,0,710.0,4.0,B,159.0,Good,4,2,4,1,Houses,2
Liege,4000,Province of Liège,House,house,469000.0,4.0,200,0,0,0,1,25.0,1,100.0,0,200.0,2.0,D,287.0,To be done up,3,4,6,1,Houses,2
Gent,9000,Province of East Flanders,House,house,1100000.0,3.0,400,1,0,1,1,10.0,1,70.0,0,317.0,4.0,D,358.0,Good,4,4,3,1,Houses,2
Herzele,9550,Province of East Flanders,House,mansion,595000.0,5.0,406,0,0,0,1,30.0,1,1600.0,0,1975.0,0.0,F,579.0,Good,4,6,3,1,Luxury Properties,4
Kalmthout,2920,Province of Antwerp,House,villa,2250000.0,2.0,464,0,0,0,0,0.0,0,0.0,0,10753.0,4.0,C,240.0,As new,6,3,2,1,Luxury Properties,4
Anderlecht,1070,Brussels-Capital Region,Apartment,apartment,170000.0,1.0,60,1,0,0,0,0.0,0,0.0,0,0.0,0.0,D,200.0,Good,4,4,1,0,Apartments,1
Geraardsbergen,9500,Province of East Flanders,House,house,2350000.0,5.0,669,0,0,0,0,0.0,0,0.0,0,2104.0,4.0,C,282.0,Good,4,3,3,1,Houses,2
Mechelen,2800,Province of Antwerp,House,house,2395000.0,8.0,1035,1,0,0,0,0.0,0,0.0,0,1024.0,2.0,E,426.0,To be done up,3,5,2,1,Houses,2
Hastiere,5540,Province of Namur,House,country-cottage,140000.0,1.0,42,0,0,1,1,22.0,1,255.0,0,255.0,0.0,Not specified,317.0,Good,4,8,10,1,Houses,2
Neufchateau,6840,Province of Luxembourg,House,castle,4250000.0,15.0,2773,0,0,0,0,0.0,0,0.0,0,95000.0,4.0,Not specified,317.0,Just renovated,5,8,8,1,Luxury Properties,4
Antwerpen,2600,Province of Antwerp,Apartment,apartment,1195000.0,2.0,340,1,0,0,1,40.0,1,153.0,0,0.0,3.0,D,371.0,As new,6,4,2,0,Apartments,1
Huy,4500,Province of Liège,Apartment,apartment,139500.0,1.0,55,1,0,0,1,9.0,0,0.0,0,0.0,2.0,C,217.0,Good,4,3,6,0,Apartments,1
Liege-chenee,4032,Province of Liège,House,house,205000.0,3.0,106,0,0,0,1,27.0,1,86.0,0,212.0,3.0,G,653.0,Good,4,7,6,1,Houses,2
Vorst,1190,Brussels-Capital Region,House,apartment-block,695000.0,5.0,280,0,0,0,0,0.0,0,0.0,0,110.0,2.0,D,317.0,Good,4,4,1,1,Specialized Properties,3
Heusden,9070,Province of East Flanders,House,castle,2950000.0,16.0,875,0,0,1,0,0.0,0,0.0,0,85349.0,4.0,F,596.0,Good,4,6,3,1,Luxury Properties,4
Houthulst,8650,Province of West Flanders,House,house,596000.0,3.0,390,0,0,0,0,0.0,0,0.0,0,740.0,2.0,A,317.0,Good,4,1,4,1,Houses,2
Sougne-remouchamps,4920,Province of Liège,House,house,599000.0,8.0,350,1,0,0,0,0.0,0,0.0,1,1810.0,4.0,B,154.0,Not specified,7,2,6,1,Houses,2
Court-saint-etienne,1490,Province of Walloon Brabant,Apartment,apartment,170000.0,1.0,42,0,0,0,1,5.0,0,0.0,0,0.0,2.0,C,197.0,Good,4,3,7,0,Apartments,1
Deinze,9800,Province of East Flanders,Apartment,apartment,147000.0,2.0,92,0,0,0,0,0.0,0,0.0,0,0.0,0.0,D,323.0,To be done up,3,4,3,0,Apartments,1
Aartselaar,2630,Province of Antwerp,House,house,325000.0,2.0,182,0,0,0,1,20.0,1,270.0,0,437.0,3.0,E,465.0,Not specified,7,5,2,1,Houses,2
