Locality,Zip Code,Province,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,PEB,Primary Energy Consumption (kWh/m2),State of the Building,State of the Building_Numeric,PEB_Numeric,Province_Numeric,Type of Property_Numeric,Subtype of Property_Grouped,Subtype of Property_Grouped_Numeric
Uccle,1180,Brussels-Capital Region,House,house,3400000.0,7.0,842,1,0,1,1,75.0,1,1700.0,0,2190.0,3.0,F,317.0,As new,6,6,1,1,Houses,2
Alleur,4432,Province of Liège,House,house,599000.0,3.0,393,0,0,0,1,50.0,1,786.0,0,0.0,4.0,E,417.0,Not specified,7,5,6,1,Houses,2
Rombach,8814,Province of West Flanders,Apartment,apartment,695000.0,3.0,250,0,0,0,0,0.0,0,0.0,0,0.0,4.0,Not specified,317.0,Not specified,7,8,4,0,Apartments,1
Oostende,8400,Province of West Flanders,Apartment,apartment,189000.0,1.0,52,0,1,0,0,0.0,0,0.0,0,0.0,0.0,B,190.0,Not specified,7,2,4,0,Apartments,1
Blankenberge,8370,Province of West Flanders,Apartment,flat-studio,199000.0,1.0,50,1,1,0,0,0.0,0,0.0,0,0.0,2.0,B,166.0,Good,4,2,4,0,Apartments,1
Halle,1500,Province of Flemish Brabant,House,house,795000.0,4.0,357,1,0,0,0,0.0,0,0.0,0,3440.0,0.0,B,192.0,Not specified,7,2,5,1,Houses,2
Braives,4260,Province of Liège,House,farmhouse,609000.0,4.0,480,0,0,1,1,45.0,1,3060.0,0,3060.0,0.0,F,449.0,Good,4,6,6,1,Houses,2
Gistel,8470,Province of West Flanders,House,house,189000.0,2.0,136,0,0,0,0,0.0,1,92.0,0,184.0,2.0,F,552.0,To renovate,2,6,4,1,Houses,2
Uccle,1180,Brussels-Capital Region,Apartment,duplex,1650000.0,2.0,230,1,0,0,1,56.0,0,0.0,0,0.0,2.0,B,50.0,As new,6,2,1,0,Apartments,1
Liedekerke,1770,Province of Flemish Brabant,House,house,399000.0,4.0,160,1,0,0,0,0.0,0,0.0,0,732.0,4.0,F,317.0,Good,4,6,5,1,Houses,2
Putte,2580,Province of Antwerp,House,house,589000.0,3.0,370,1,0,0,0,0.0,0,0.0,0,450.0,0.0,B,149.0,Not specified,7,2,2,1,Houses,2
Antwerpen,2610,Province of Antwerp,House,villa,3500000.0,8.0,605,0,0,0,0,0.0,0,0.0,0,3340.0,4.0,F,667.0,Good,4,6,2,1,Luxury Properties,4
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,1950000.0,4.0,400,1,0,0,0,0.0,0,0.0,0,0.0,0.0,E,240.0,Not specified,7,5,1,0,Apartments,1
Schaarbeek,1030,Brussels-Capital Region,Apartment,apartment,239000.0,1.0,63,1,0,0,1,12.0,0,0.0,0,0.0,2.0,C,105.0,Good,4,3,1,0,Apartments,1
Oostende,8400,Province of West Flanders,Apartment,flat-studio,258000.0,1.0,33,0,1,0,0,0.0,0,0.0,0,0.0,0.0,E,458.0,Just renovated,5,5,4,0,Apartments,1
Sint-lievens-esse,9550,Province of East Flanders,House,farmhouse,635000.0,4.0,300,0,0,1,1,100.0,1,8800.0,0,9716.0,0.0,F,1795.0,To renovate,2,6,3,1,Houses,2
Genappe,1470,Province of Walloon Brabant,House,villa,550000.0,3.0,350,1,0,0,1,30.0,1,6154.0,1,6154.0,4.0,E,352.0,To be done up,3,5,7,1,Luxury Properties,4
Lebbeke,9280,Province of East Flanders,House,house,359000.0,3.0,190,0,0,0,1,29.0,1,228.0,0,0.0,3.0,D,317.0,As new,6,4,3,1,Houses,2
Ledeberg,9050,Province of East Flanders,Apartment,apartment,249000.0,2.0,99,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,141.0,To be done up,3,2,3,0,Apartments,1
Hannut,4280,Province of Liège,House,farmhouse,609000.0,4.0,480,0,0,1,1,45.0,1,3060.0,0,3060.0,0.0,F,449.0,Good,4,6,6,1,Houses,2
Kortrijk,8500,Province of West Flanders,House,house,116000.0,2.0,86,0,0,0,0,0.0,0,0.0,0,45.0,0.0,C,221.0,To be done up,3,3,4,1,Houses,2
Knokke-zoute,8300,Province of West Flanders,House,house,3700000.0,4.0,396,1,1,0,0,0.0,0,0.0,0,372.0,3.0,B,110.0,Just renovated,5,2,4,1,Houses,2
Chaumont-gistoux,1325,Province of Walloon Brabant,House,house,620000.0,3.0,200,1,0,0,1,50.0,1,780.0,1,780.0,4.0,C,199.0,As new,6,3,7,1,Houses,2
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,2000000.0,4.0,277,1,0,0,1,70.0,0,0.0,0,0.0,2.0,Not specified,317.0,As new,6,8,1,0,Apartments,1
Torhout,8820,Province of West Flanders,House,bungalow,239000.0,3.0,170,0,0,0,0,0.0,1,630.0,0,800.0,1.0,F,681.0,To renovate,2,6,4,1,Houses,2
Gent,9000,Province of East Flanders,Apartment,apartment,310000.0,4.0,107,1,0,0,1,10.0,1,35.0,0,0.0,2.0,E,465.0,Not specified,7,5,3,0,Apartments,1
Vance,6741,Province of Luxembourg,House,house,675000.0,4.0,220,1,0,0,0,0.0,0,0.0,0,333.0,3.0,Not specified,8.0,Not specified,7,8,8,1,Houses,2
Knokke-zoute,8300,Province of West Flanders,House,house,5695000.0,6.0,289,0,0,0,0,0.0,0,0.0,1,988.0,0.0,B,198.0,Just renovated,5,2,4,1,Houses,2
Watermael-boitsfort,1170,Brussels-Capital Region,House,house,630000.0,4.0,215,1,0,0,1,16.0,1,60.0,0,180.0,2.0,G,490.0,To renovate,2,7,1,1,Houses,2
Liege-chenee,4032,Province of Liège,House,house,249000.0,3.0,120,1,0,0,1,20.0,1,65.0,0,145.0,2.0,B,141.0,As new,6,2,6,1,Houses,2
Knokke,8300,Province of West Flanders,Apartment,apartment,4200000.0,4.0,246,1,0,0,1,10.0,0,0.0,0,0.0,0.0,B,195.0,Good,4,2,4,0,Apartments,1
Sint-kruis,8310,Province of West Flanders,Apartment,apartment,335000.0,2.0,116,1,0,0,0,0.0,0,0.0,0,0.0,0.0,A,74.0,Not specified,7,1,4,0,Apartments,1
Rhode-saint-genese,1640,Province of Flemish Brabant,House,exceptional-property,1450000.0,4.0,540,1,0,0,1,200.0,1,1200.0,1,1596.0,4.0,D,303.0,Good,4,4,5,1,Luxury Properties,4
Liege,4020,Province of Liège,House,house,169000.0,2.0,98,0,0,0,1,20.0,1,97.0,0,172.0,2.0,E,344.0,Good,4,5,6,1,Houses,2
Knokke-heist,8300,Province of West Flanders,House,house,5875000.0,6.0,289,1,1,0,0,0.0,0,0.0,1,988.0,4.0,B,198.0,As new,6,2,4,1,Houses,2
Halen,3545,Province of Limburg,House,mansion,630000.0,5.0,470,0,0,0,0,0.0,0,0.0,0,1065.0,4.0,B,175.0,As new,6,2,11,1,Luxury Properties,4
Durbuy,6941,Province of Luxembourg,House,villa,975000.0,6.0,359,0,0,0,1,56.0,1,4590.0,1,4790.0,4.0,B,166.0,Just renovated,5,2,8,1,Luxury Properties,4
Sint-jans-molenbeek,1080,Brussels-Capital Region,Apartment,apartment,250000.0,2.0,101,1,0,0,0,0.0,0,0.0,0,0.0,2.0,E,252.0,Good,4,5,1,0,Apartments,1
Gent,9000,Province of East Flanders,House,house,234000.0,1.0,58,1,0,0,0,0.0,0,0.0,0,19.0,2.0,B,190.0,Good,4,2,3,1,Houses,2
Gent,9000,Province of East Flanders,Apartment,apartment,355000.0,2.0,85,0,0,0,0,0.0,0,0.0,0,0.0,0.0,C,222.0,Good,4,3,3,0,Apartments,1
Waterloo,1410,Province of Walloon Brabant,House,house,650000.0,4.0,335,1,0,1,1,50.0,1,1000.0,0,1488.0,3.0,C,201.0,As new,6,3,7,1,Houses,2
Antwerpen,2060,Province of Antwerp,Apartment,apartment,825000.0,4.0,235,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,139.0,As new,6,2,2,0,Apartments,1
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,345000.0,2.0,111,1,0,0,1,3.0,0,0.0,0,0.0,2.0,C,135.0,Good,4,3,1,0,Apartments,1
Herentals,2200,Province of Antwerp,Apartment,apartment,367000.0,2.0,135,1,0,0,1,25.0,1,130.0,0,0.0,2.0,B,177.0,Good,4,2,2,0,Apartments,1
Forest,1190,Brussels-Capital Region,House,apartment-block,1595000.0,10.0,520,1,0,0,1,45.0,1,40.0,0,165.0,2.0,G,349.0,To renovate,2,7,1,1,Specialized Properties,3
Arlon,6700,Province of Luxembourg,House,farmhouse,650000.0,4.0,307,0,0,0,0,0.0,1,250.0,0,600.0,3.0,C,187.0,Good,4,3,8,1,Houses,2
Huy,4500,Province of Liège,House,mixed-use-building,165000.0,1.0,110,0,0,0,0,0.0,0,0.0,0,46.0,2.0,C,218.0,Not specified,7,3,6,1,Specialized Properties,3
Liege,4000,Province of Liège,House,apartment-block,249000.0,5.0,96,1,0,0,0,0.0,0,0.0,0,45.0,2.0,F,440.0,To be done up,3,6,6,1,Specialized Properties,3
Waregem,8790,Province of West Flanders,House,house,875000.0,4.0,1600,1,0,0,0,0.0,0,0.0,0,2300.0,0.0,F,570.0,Good,4,6,4,1,Houses,2
Genappe,1476,Province of Walloon Brabant,House,house,550000.0,5.0,364,1,0,0,0,0.0,0,0.0,0,2382.0,3.0,F,480.0,To renovate,2,6,7,1,Houses,2
Oostende,8400,Province of West Flanders,House,villa,650000.0,3.0,255,0,0,0,0,0.0,0,0.0,0,620.0,0.0,C,271.0,Not specified,7,3,4,1,Luxury Properties,4
Wilrijk,2610,Province of Antwerp,Apartment,apartment,185000.0,1.0,35,1,0,0,1,3.0,0,0.0,0,0.0,2.0,B,317.0,Just renovated,5,2,2,0,Apartments,1
Gentbrugge,9050,Province of East Flanders,Apartment,apartment,250000.0,2.0,90,1,0,0,1,8.0,0,0.0,0,0.0,2.0,C,236.0,Good,4,3,3,0,Apartments,1
Kluisbergen,9690,Province of East Flanders,House,town-house,249000.0,2.0,165,1,0,0,1,20.0,1,40.0,0,130.0,2.0,B,180.0,As new,6,2,3,1,Houses,2
Schaerbeek,1030,Brussels-Capital Region,Apartment,loft,1095000.0,3.0,315,1,0,0,1,25.0,0,0.0,0,0.0,2.0,C,123.0,As new,6,3,1,0,Specialized Properties,3
Uccle,1180,Brussels-Capital Region,House,villa,1200000.0,4.0,333,0,0,1,1,60.0,1,1.0,0,1430.0,4.0,G,622.0,To renovate,2,7,1,1,Luxury Properties,4
Hasselt,3500,Province of Limburg,House,house,665000.0,3.0,290,0,0,0,0,0.0,0,0.0,0,384.0,2.0,B,130.0,As new,6,2,11,1,Houses,2
Genappe-glabais,1473,Province of Walloon Brabant,House,villa,550000.0,3.0,350,1,0,0,1,30.0,1,6154.0,1,6154.0,4.0,E,352.0,To be done up,3,5,7,1,Luxury Properties,4
Wilrijk,2610,Province of Antwerp,Apartment,apartment,195000.0,1.0,35,1,0,0,1,3.0,0,0.0,0,0.0,2.0,B,317.0,Just renovated,5,2,2,0,Apartments,1
Ertvelde,9940,Province of East Flanders,Apartment,apartment,259000.0,2.0,82,0,0,0,0,0.0,0,0.0,0,0.0,0.0,A,85.0,Not specified,7,1,3,0,Apartments,1
Tienen,3300,Province of Flemish Brabant,House,house,257000.0,4.0,174,1,0,0,0,0.0,0,0.0,0,80.0,2.0,D,390.0,To renovate,2,4,5,1,Houses,2
Braine-lalleud,1420,Province of Walloon Brabant,House,villa,890000.0,3.0,300,0,0,0,1,53.0,1,1500.0,0,1502.0,4.0,F,509.0,Good,4,6,7,1,Luxury Properties,4
Knokke,8300,Province of West Flanders,House,villa,4385000.0,6.0,657,0,0,0,0,0.0,0,0.0,1,11405.0,0.0,B,123.0,Good,4,2,4,1,Luxury Properties,4
Dilbeek,1700,Province of Flemish Brabant,House,exceptional-property,675000.0,4.0,273,1,0,1,0,0.0,0,0.0,0,1303.0,3.0,D,389.0,Just renovated,5,4,5,1,Luxury Properties,4
Melin,1370,Province of Walloon Brabant,House,house,695000.0,5.0,300,1,0,1,0,0.0,0,0.0,1,2850.0,4.0,C,208.0,Not specified,7,3,7,1,Houses,2
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,220000.0,1.0,60,1,0,0,1,6.0,0,0.0,0,0.0,2.0,D,201.0,To renovate,2,4,1,0,Apartments,1
Antwerpen,2060,Province of Antwerp,House,mixed-use-building,825000.0,4.0,235,0,0,0,0,0.0,0,0.0,0,71.0,0.0,B,139.0,As new,6,2,2,1,Specialized Properties,3
Bredene,8450,Province of West Flanders,House,house,739000.0,8.0,300,0,0,0,1,40.0,0,0.0,0,300.0,2.0,C,317.0,To be done up,3,3,4,1,Houses,2
Lokeren,9160,Province of East Flanders,House,house,395000.0,4.0,185,0,0,1,0,0.0,0,0.0,0,868.0,4.0,F,803.0,To renovate,2,6,3,1,Houses,2
Aubange,6790,Province of Luxembourg,House,house,285000.0,4.0,151,0,0,0,0,0.0,0,0.0,0,1056.0,0.0,D,339.0,To be done up,3,4,8,1,Houses,2
Knokke-heist,8300,Province of West Flanders,House,house,1700000.0,4.0,241,1,1,0,0,0.0,0,0.0,0,813.0,4.0,B,112.0,Good,4,2,4,1,Houses,2
Waterloo,1410,Province of Walloon Brabant,House,mixed-use-building,590000.0,4.0,220,1,0,0,1,10.0,1,100.0,0,199.0,2.0,E,357.0,To renovate,2,5,7,1,Specialized Properties,3
Keerbergen,3140,Province of Flemish Brabant,House,house,835900.0,3.0,220,1,0,0,0,0.0,0,0.0,0,3000.0,4.0,A,317.0,As new,6,1,5,1,Houses,2
Bas-oha,4520,Province of Liège,House,house,290000.0,3.0,161,0,0,0,0,0.0,0,0.0,0,404.0,4.0,D,287.0,Not specified,7,4,6,1,Houses,2
Lebbeke,9280,Province of East Flanders,House,house,95000.0,2.0,83,0,0,0,0,0.0,0,0.0,0,151.0,3.0,F,1464.0,Good,4,6,3,1,Houses,2
Westende,8434,Province of West Flanders,Apartment,apartment,349000.0,3.0,111,0,0,0,0,0.0,0,0.0,0,0.0,0.0,A,92.0,Good,4,1,4,0,Apartments,1
Sirault,7332,Province of Hainaut,House,house,345000.0,6.0,171,1,0,0,0,0.0,1,931.0,0,1036.0,4.0,B,107.0,Good,4,2,9,1,Houses,2
Virton-ruette,6760,Province of Luxembourg,House,house,265000.0,5.0,164,0,0,0,0,0.0,1,180.0,0,736.0,4.0,F,486.0,To be done up,3,6,8,1,Houses,2
Ganshoren,1083,Brussels-Capital Region,Apartment,flat-studio,220000.0,1.0,70,1,0,0,1,80.0,0,0.0,0,0.0,2.0,G,563.0,To be done up,3,7,1,0,Apartments,1
Houthulst,8650,Province of West Flanders,House,house,689000.0,4.0,300,0,0,0,0,0.0,0,0.0,0,28132.0,4.0,E,443.0,To renovate,2,5,4,1,Houses,2
Sint-martens-latem,9830,Province of East Flanders,House,villa,3500000.0,6.0,712,1,0,1,0,0.0,0,0.0,0,1043.0,4.0,C,279.0,Not specified,7,3,3,1,Luxury Properties,4
Sougne-remouchamps,4920,Province of Liège,House,house,795000.0,5.0,336,0,0,0,1,41.0,1,2126.0,1,2450.0,4.0,D,263.0,Good,4,4,6,1,Houses,2
Neder-over-heembeek,1120,Brussels-Capital Region,Apartment,apartment,269000.0,2.0,90,1,0,0,1,18.0,0,0.0,0,0.0,2.0,D,182.0,Good,4,4,1,0,Apartments,1
Auderghem,1160,Brussels-Capital Region,House,apartment-block,695000.0,4.0,201,0,0,0,1,25.0,1,235.0,0,318.0,2.0,E,220.0,To be done up,3,5,1,1,Specialized Properties,3
Roeselare,8800,Province of West Flanders,House,house,850000.0,6.0,358,0,0,1,1,50.0,1,1.0,0,488.0,2.0,B,317.0,As new,6,2,4,1,Houses,2
Menen,8930,Province of West Flanders,House,house,159000.0,2.0,82,1,0,0,0,0.0,1,17.0,0,55.0,2.0,F,562.0,Good,4,6,4,1,Houses,2
Awans,4342,Province of Liège,House,villa,295000.0,3.0,140,1,0,0,1,18.0,1,220.0,0,518.0,4.0,D,336.0,To renovate,2,4,6,1,Luxury Properties,4
Antwerpen,2018,Province of Antwerp,House,exceptional-property,1675000.0,8.0,681,0,0,0,0,0.0,1,215.0,0,358.0,2.0,D,309.0,Not specified,7,4,2,1,Luxury Properties,4
Schaarbeek,1030,Brussels-Capital Region,Apartment,apartment,699000.0,3.0,329,0,0,0,0,0.0,0,0.0,0,0.0,0.0,F,291.0,To renovate,2,6,1,0,Apartments,1
Auderghem,1160,Brussels-Capital Region,House,house,695000.0,5.0,201,0,0,0,1,25.0,1,235.0,0,318.0,2.0,E,220.0,To be done up,3,5,1,1,Houses,2
Profondeville,5170,Province of Namur,House,exceptional-property,895000.0,5.0,307,1,0,0,1,183.0,1,8439.0,1,8712.0,4.0,D,327.0,Good,4,4,10,1,Luxury Properties,4
Arlon,6700,Province of Luxembourg,Apartment,apartment,310000.0,2.0,82,0,0,0,1,5.0,0,0.0,0,0.0,2.0,C,200.0,Good,4,3,8,0,Apartments,1
Thieu,7070,Province of Hainaut,Apartment,apartment,165000.0,1.0,61,0,0,0,0,0.0,0,0.0,0,0.0,0.0,A,105.0,Not specified,7,1,9,0,Apartments,1
Ganshoren,1083,Brussels-Capital Region,House,house,299000.0,3.0,121,0,0,0,1,10.0,1,100.0,0,130.0,4.0,G,714.0,To renovate,2,7,1,1,Houses,2
Gent,9000,Province of East Flanders,House,apartment-block,675000.0,6.0,258,1,0,0,0,0.0,0,0.0,0,136.0,0.0,E,462.0,To renovate,2,5,3,1,Specialized Properties,3
Leuven,3001,Province of Flemish Brabant,House,house,550000.0,4.0,204,0,0,0,1,8.0,1,200.0,0,300.0,2.0,D,325.0,To be done up,3,4,5,1,Houses,2
Braine-lalleud,1420,Province of Walloon Brabant,Apartment,duplex,345000.0,3.0,127,0,0,0,1,6.0,0,0.0,0,0.0,2.0,C,216.0,As new,6,3,7,0,Apartments,1
Nieuwpoort,8620,Province of West Flanders,Apartment,apartment,365000.0,1.0,70,1,0,0,0,0.0,0,0.0,0,0.0,0.0,D,339.0,Good,4,4,4,0,Apartments,1
Braine-lalleud,1420,Province of Walloon Brabant,House,house,315000.0,4.0,150,0,0,0,0,0.0,0,0.0,0,398.0,2.0,G,770.0,Not specified,7,7,7,1,Houses,2
Uccle,1180,Brussels-Capital Region,House,house,795000.0,7.0,361,0,0,0,0,0.0,0,0.0,0,200.0,2.0,G,538.0,Good,4,7,1,1,Houses,2
Boechout,2530,Province of Antwerp,House,villa,799000.0,3.0,262,1,0,0,1,1.0,1,480.0,1,835.0,4.0,B,112.0,As new,6,2,2,1,Luxury Properties,4
Antwerpen,2018,Province of Antwerp,House,apartment-block,1049000.0,10.0,298,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,286.0,As new,6,3,2,1,Specialized Properties,3
Boortmeerbeek,3190,Province of Flemish Brabant,House,house,368000.0,2.0,196,1,0,0,0,0.0,0,0.0,0,641.0,3.0,D,366.0,Good,4,4,5,1,Houses,2
Les-bons-villers,6210,Province of Hainaut,House,house,355000.0,4.0,123,0,0,0,0,0.0,0,0.0,0,209.0,3.0,C,317.0,Not specified,7,3,9,1,Houses,2
Sint-andries,8200,Province of West Flanders,House,villa,849000.0,4.0,282,1,0,0,0,0.0,0,0.0,0,514.0,3.0,A,90.0,Good,4,1,4,1,Luxury Properties,4
Hamme,9220,Province of East Flanders,House,villa,695000.0,3.0,338,1,0,1,0,0.0,0,0.0,0,0.0,4.0,A,48.0,Not specified,7,1,3,1,Luxury Properties,4
Vremde,2531,Province of Antwerp,House,villa,799000.0,3.0,262,1,0,0,1,1.0,1,480.0,1,835.0,4.0,B,112.0,As new,6,2,2,1,Luxury Properties,4
Namur,5000,Province of Namur,House,castle,1300000.0,6.0,600,1,0,1,0,0.0,0,0.0,0,110000.0,0.0,E,398.0,Not specified,7,5,10,1,Luxury Properties,4
Laeken,1020,Brussels-Capital Region,Apartment,penthouse,365000.0,3.0,150,1,0,0,1,52.0,0,0.0,0,0.0,2.0,G,712.0,To be done up,3,7,1,0,Apartments,1
Nieuwpoort,8620,Province of West Flanders,Apartment,flat-studio,149000.0,1.0,32,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,278.0,Good,4,3,4,0,Apartments,1
Anderlecht,1070,Brussels-Capital Region,Apartment,apartment,300000.0,2.0,108,0,0,0,0,0.0,0,0.0,0,0.0,2.0,D,175.0,As new,6,4,1,0,Apartments,1
Oud-turnhout,2360,Province of Antwerp,House,villa,695000.0,5.0,316,0,0,0,0,0.0,0,0.0,0,2789.0,4.0,C,267.0,Good,4,3,2,1,Luxury Properties,4
Saint-gilles,1060,Brussels-Capital Region,House,mixed-use-building,899000.0,1.0,350,1,0,0,0,0.0,0,0.0,0,103.0,2.0,F,293.0,Good,4,6,1,1,Specialized Properties,3
Hamme,9220,Province of East Flanders,House,villa,695000.0,4.0,338,1,0,1,0,0.0,0,0.0,0,0.0,4.0,A,48.0,Not specified,7,1,3,1,Luxury Properties,4
Heverlee,3001,Province of Flemish Brabant,Apartment,apartment,360000.0,3.0,102,1,0,0,1,2.0,0,0.0,0,0.0,0.0,B,139.0,Good,4,2,5,0,Apartments,1
Arlon-stockem,6700,Province of Luxembourg,Apartment,apartment,195000.0,2.0,65,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,138.0,Good,4,2,8,0,Apartments,1
Antwerpen,2060,Province of Antwerp,House,house,375000.0,2.0,125,0,0,0,0,0.0,0,0.0,0,25.0,3.0,C,223.0,Good,4,3,2,1,Houses,2
Beerse,2340,Province of Antwerp,House,mixed-use-building,699000.0,5.0,308,0,0,0,0,0.0,0,0.0,1,2176.0,4.0,C,227.0,As new,6,3,2,1,Specialized Properties,3
Dinant,5500,Province of Namur,House,castle,1300000.0,6.0,600,1,0,1,0,0.0,0,0.0,0,110000.0,0.0,E,398.0,Not specified,7,5,10,1,Luxury Properties,4
Marke,8510,Province of West Flanders,House,house,235000.0,3.0,165,0,0,0,0,0.0,0,0.0,0,533.0,3.0,E,492.0,To be done up,3,5,4,1,Houses,2
Latour,6761,Province of Luxembourg,Apartment,apartment,135000.0,2.0,135,0,0,0,0,0.0,0,0.0,0,0.0,2.0,C,215.0,Good,4,3,8,0,Apartments,1
Brugge,8000,Province of West Flanders,House,house,445000.0,3.0,160,1,0,0,1,30.0,0,0.0,0,90.0,2.0,C,223.0,Good,4,3,4,1,Houses,2
Wemmel,1780,Province of Flemish Brabant,House,mansion,1080000.0,5.0,423,1,0,1,0,0.0,0,0.0,0,945.0,0.0,E,422.0,Good,4,5,5,1,Luxury Properties,4
Sint-niklaas,9100,Province of East Flanders,House,house,699000.0,4.0,761,0,0,0,0,0.0,0,0.0,0,622.0,4.0,D,305.0,Good,4,4,3,1,Houses,2
Gent,9000,Province of East Flanders,Apartment,apartment,185000.0,2.0,100,1,0,0,1,10.0,0,0.0,0,0.0,2.0,F,590.0,To renovate,2,6,3,0,Apartments,1
Oostende,8400,Province of West Flanders,Apartment,apartment,335000.0,3.0,104,0,0,0,0,0.0,0,0.0,0,0.0,0.0,A,95.0,Just renovated,5,1,4,0,Apartments,1
Anderlecht,1070,Brussels-Capital Region,House,apartment-block,587848.0,5.0,270,0,0,0,0,0.0,1,5.0,0,300.0,2.0,F,340.0,Good,4,6,1,1,Specialized Properties,3
Auderghem,1160,Brussels-Capital Region,House,house,1100000.0,5.0,220,0,0,1,1,24.0,1,200.0,0,480.0,0.0,E,250.0,Good,4,5,1,1,Houses,2
Wavre,1300,Province of Walloon Brabant,House,house,725000.0,5.0,320,0,0,0,0,0.0,0,0.0,0,423.0,0.0,B,152.0,Not specified,7,2,7,1,Houses,2
Gent,9000,Province of East Flanders,Apartment,apartment,185000.0,2.0,100,1,0,0,1,10.0,0,0.0,0,0.0,2.0,F,846.0,To renovate,2,6,3,0,Apartments,1
De-haan,8420,Province of West Flanders,House,villa,595000.0,3.0,260,0,0,0,0,0.0,0,0.0,0,1433.0,0.0,C,317.0,To be done up,3,3,4,1,Luxury Properties,4
Waterloo,1410,Province of Walloon Brabant,House,exceptional-property,1495000.0,6.0,458,1,0,0,1,1.0,1,1.0,0,2033.0,4.0,B,168.0,As new,6,2,7,1,Luxury Properties,4
Anzegem,8570,Province of West Flanders,House,farmhouse,744000.0,3.0,300,1,0,1,0,0.0,1,1156.0,0,1556.0,4.0,C,284.0,Good,4,3,4,1,Houses,2
Gent,9000,Province of East Flanders,Apartment,apartment,229000.0,1.0,43,0,0,0,0,0.0,0,0.0,0,0.0,2.0,D,342.0,Good,4,4,3,0,Apartments,1
Kapellen,2950,Province of Antwerp,House,house,420000.0,3.0,150,1,0,0,0,0.0,1,120.0,0,120.0,0.0,C,279.0,Good,4,3,2,1,Houses,2
Profondeville,5170,Province of Namur,Apartment,apartment,275000.0,2.0,132,0,0,0,0,0.0,0,0.0,0,0.0,3.0,B,145.0,Not specified,7,2,10,0,Apartments,1
Wemmel,1780,Province of Flemish Brabant,House,manor-house,765000.0,4.0,219,0,0,1,1,40.0,1,1100.0,0,0.0,4.0,D,394.0,Good,4,4,5,1,Luxury Properties,4
Anthee,5520,Province of Namur,House,castle,1300000.0,6.0,600,1,0,1,0,0.0,0,0.0,0,110000.0,0.0,E,398.0,Not specified,7,5,10,1,Luxury Properties,4
Blegny,4671,Province of Liège,Apartment,triplex,119000.0,3.0,136,1,0,0,1,22.0,0,0.0,0,0.0,2.0,F,494.0,Good,4,6,6,0,Apartments,1
Lasne-ohain,1380,Province of Walloon Brabant,House,exceptional-property,1490000.0,6.0,365,0,0,0,1,80.0,0,0.0,0,7346.0,4.0,E,352.0,Not specified,7,5,7,1,Luxury Properties,4
Erembodegem,9320,Province of East Flanders,House,house,550000.0,4.0,248,0,0,0,0,0.0,0,0.0,0,0.0,3.0,A,63.0,Not specified,7,1,3,1,Houses,2
De-haan,8420,Province of West Flanders,House,villa,645000.0,4.0,568,1,0,0,0,0.0,0,0.0,0,2263.0,0.0,C,258.0,Good,4,3,4,1,Luxury Properties,4
Jandrain-jandrenouille,1350,Province of Walloon Brabant,House,house,745000.0,5.0,416,1,0,0,1,50.0,1,1266.0,0,1730.0,4.0,D,280.0,As new,6,4,7,1,Houses,2
Uccle,1180,Brussels-Capital Region,Apartment,apartment,245000.0,2.0,70,0,0,0,1,8.0,0,0.0,0,0.0,2.0,F,303.0,Good,4,6,1,0,Apartments,1
Waterloo,1410,Province of Walloon Brabant,House,exceptional-property,2295000.0,5.0,633,1,0,1,0,0.0,0,0.0,1,3503.0,4.0,C,198.0,Just renovated,5,3,7,1,Luxury Properties,4
Watermael-boitsfort,1170,Brussels-Capital Region,Apartment,duplex,495000.0,3.0,145,0,0,1,1,80.0,1,100.0,0,0.0,4.0,D,172.0,Not specified,7,4,1,0,Apartments,1
Sint-amandsberg,9040,Province of East Flanders,Apartment,apartment,290000.0,2.0,115,0,0,0,1,5.0,0,0.0,0,0.0,0.0,C,230.0,Not specified,7,3,3,0,Apartments,1
Ixelles,1050,Brussels-Capital Region,Apartment,duplex,1600000.0,3.0,356,0,0,0,1,80.0,0,0.0,0,0.0,2.0,C,317.0,As new,6,3,1,0,Apartments,1
Jamioulx,6120,Province of Hainaut,House,mixed-use-building,750000.0,7.0,557,0,0,0,1,47.0,1,550.0,0,1506.0,4.0,B,127.0,Good,4,2,9,1,Specialized Properties,3
Uccle,1180,Brussels-Capital Region,House,house,2350000.0,5.0,626,0,0,0,0,0.0,0,0.0,0,2398.0,4.0,G,658.0,Not specified,7,7,1,1,Houses,2
Auderghem,1160,Brussels-Capital Region,Apartment,flat-studio,250000.0,1.0,41,1,1,0,1,3.0,0,0.0,0,0.0,0.0,C,105.0,As new,6,3,1,0,Apartments,1
